id,region,subregion,country,program_name,program_code,year,site_code,site_name,lat,lon,water_depth,sources,country_code
9002928,Asia,Southeast Asia,Thailand,Reef Check,RC,2005,98.15.12.5E.9.8.8.9N,Koh Pling Yai,9.135805556,98.25347222,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002929,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.15.740E.08.01.840N,Koh-Waw,8.030666667,98.26233333,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002930,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.15.944E.07.53.569N,Patong-south,7.892805556,98.26572222,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002931,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.16.140E.07.55.380N,North Patong- shallow,7.923,98.269,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002932,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.16.160E.07.55.160N,Patong- North lower slope,7.919333333,98.26933333,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002933,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.16.300E.07.56.860N,Kamala (lower slope),7.947666667,98.27166667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002934,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.16.361E.07.56.820N,Kamala (upper slope),7.947,98.27269444,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002935,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.17.173E.07.53.305N,Patong- front of resort,7.888416667,98.28622222,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002936,Asia,Southeast Asia,Thailand,Reef Check,RC,2000,98.17.205E.7.49.148N,Koh Pu,7.819138889,98.28675,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002937,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.17.220E.08.08.920N,Maikhao,8.148666667,98.287,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002938,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.17.470E.07.47.430N,Kata-South,7.7905,98.29116667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002939,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.17.535E.07.49.170N,Kata-North,7.8195,98.29225,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002940,Asia,Southeast Asia,Thailand,Reef Check,RC,2005,98.18.20.7E.9.15.48.6N,Koh Ra,9.2635,98.30575,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002941,Asia,Southeast Asia,Thailand,Reef Check,RC,2005,98.19.30.9E.9.19.59.7N,Ko Khai Yai,9.33325,98.32525,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002942,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.20.210E.07.31.080N,Racha-Noi,7.518,98.33683333,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002943,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,98.20.831E.1.58.107N,Pulau Karang,1.968444444,98.34719444,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002944,Asia,Southeast Asia,Thailand,Reef Check,RC,2005,98.21.5.9E.9.29.21.8N,Ko Kam Yai,9.489388889,98.35163889,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002945,Asia,Southeast Asia,Thailand,Reef Check,RC,2000,98.21.97E.7.36.54N,"Racha Yai, Bungalow Bay",7.608888889,98.36611111,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002946,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.22.290E.07.36.720N,Racha-Yai-North,7.612,98.3715,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002947,Asia,Southeast Asia,Thailand,Reef Check,RC,"200,620,072,008",98.22.39.2E.7.36.26.3N,Scubacat Bay/Racha Yai East #1,7.607305556,98.37755556,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002948,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.22.660E.07.35.870N,Racha-Yai-East (02),7.597833333,98.37766667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002949,Asia,Southeast Asia,Thailand,Reef Check,RC,2000,98.22.68E.7.36.22N,Koh Raya Yai- Staghorn Reef,7.603666667,98.378,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002950,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.22.820E.07.36.280N,Racha-Yai-East (01),7.604666667,98.38033333,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002951,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.23.050E.07.44.640N,Koh Hae (Beach East),7.744,98.38416667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002952,Asia,Southeast Asia,Thailand,Reef Check,RC,2005,98.23.2.3E.9.33.50.1N,Ko Khang,9.563916667,98.38397222,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002953,Asia,Southeast Asia,Thailand,Reef Check,RC,2005,98.23.34.1E.9.42.32.9N,Ko Payam SW,9.709138889,98.39280556,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002954,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.24.510E.07.48.120N,Panwa Cape,7.802,98.4085,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002955,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,98.28.24E.1.42.21N,"Air Tejun, Mursala Island",1.705833333,98.47333333,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002956,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,98.29.57E.1.40.3N,"Labuhan Kapal, Mursala Island",1.6675,98.49916667,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002957,Asia,Southeast Asia,Thailand,Reef Check,RC,2000,98.31.11.6E.7.53.24.6N,Koh Khai Nok,7.887416667,98.51858333,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002958,Asia,Southeast Asia,Indonesia,Reef Check,RC,2003,98.35.41.6E.1.38.38.5N,Putih Island,1.644027778,98.59488889,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002959,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.39.400E.08.39.040N,Middle East,8.650666667,97.65666667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002960,Asia,Southeast Asia,Indonesia,Reef Check,RC,2003,98.45.42.8E.1.42.51.8N,Poncan Gadang Island,1.714388889,98.76188889,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002961,Asia,Southeast Asia,Thailand,Reef Check,RC,2006,98.45.519E.7.39.221N,Bida Nog Island,7.653694444,98.75863889,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002962,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,98.46.11E.1.40.29N,Karang Kasih,1.674722222,98.76972222,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002963,Asia,Southeast Asia,Thailand,Reef Check,RC,2006,98.46.15.8E.7.48.42.9N,Moskito Island,7.811916667,98.77105556,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002964,Asia,Southeast Asia,Thailand,Reef Check,RC,"20,052,006",98.46.163E.07.43.719N,Tonsai Bay West,7.728638889,98.76938889,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002965,Asia,Southeast Asia,Thailand,Reef Check,RC,2006,98.46.48E.7.57.0N,Koh Door East,7.95,98.78,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002966,Asia,Southeast Asia,Thailand,Reef Check,RC,1999,98.46.4E.7.40.4N,Loh Samah Bay,7.667777778,98.76777778,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002967,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.46.850E.07.56.690N,North-Koh-Yawasam,7.944833333,98.78083333,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002968,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,98.47.740E.07.56.900N,West-Koh-see,7.948333333,98.79566667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002969,Asia,Southeast Asia,Thailand,Reef Check,RC,2006,98.50E.7.57N,Koh Si,7.95,98.83333333,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002970,Asia,Southeast Asia,Thailand,Reef Check,RC,"20,052,006",98.51E.7.57N,Koh Ha,7.95,98.85,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002971,Asia,Southeast Asia,Myanmar,Reef Check,RC,2005,98.6.39.2E.9.49.38.8N,"Kya Haing Island, W-Beach",9.827444444,98.11088889,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002972,Asia,Southeast Asia,Myanmar,Reef Check,RC,2005,98.6.40.9E.9.46.56.8N,Say Tan Island,9.782444444,98.11136111,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002973,Asia,Southeast Asia,Myanmar,Reef Check,RC,2005,98.8.19.8E.10.9.28.4N,Kyant Gyo,10.15788889,98.13883333,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002974,Asia,Southeast Asia,Thailand,Reef Check,RC,2006,99.10.55E.6.32.0N,Koh Butang (South),6.533333333,99.18194444,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002975,Asia,Southeast Asia,Thailand,Reef Check,RC,2006,99.12.59E.6.32.10N,Koh Butang (East),6.536111111,99.21638889,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002976,Asia,Southeast Asia,Thailand,Reef Check,RC,2006,99.15.40E.6.33.10N,Koh Kata (South),6.552777778,99.26111111,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002977,Asia,Southeast Asia,Indonesia,Reef Check,RC,2001,99.16.691E.1.44.805S,Sumatra 2,-1.746666667,99.27819444,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002978,Asia,Southeast Asia,Indonesia,Reef Check,RC,2001,99.18.762E.1.54.004S,Luna Park,-1.900066667,99.31277778,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002979,Asia,Southeast Asia,Thailand,Reef Check,RC,2006,99.21.3.2E.10.24.9.9N,Koh Mattra,10.40275,99.35088889,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002980,Asia,Southeast Asia,Thailand,Reef Check,RC,2006,99.22.42.8E.10.33.15.7N,Koh Jorakeh East,10.55436111,99.37855556,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002981,Asia,Southeast Asia,Thailand,Reef Check,RC,2006,99.22.43.8E.10.33.13.8N,Koh Jorakeh,10.55383333,99.37883333,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002982,Asia,Southeast Asia,Thailand,Reef Check,RC,2006,99.25.18.6.E.10.29.31.2N,Koh Ngam Yai,10.492,99.42183333,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002983,Asia,Southeast Asia,Thailand,Reef Check,RC,2006,99.46.32E.7.57.10N,Yawasam Southwest,7.952777778,99.77555556,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002984,Asia,Southeast Asia,Thailand,Reef Check,RC,2004,99.49.00E.10.5.57N,North Sai Ree Beach,10.09916667,99.81666667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002985,Asia,Southeast Asia,Thailand,Reef Check,RC,2004,99.49.00E.10.7.5N,Koh Nangyuan Stretch,10.11805556,99.81666667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002986,Asia,Southeast Asia,Thailand,Reef Check,RC,2008,99.49.025E.10.5.006N,Mae Haad Reef,10.08344444,99.81708333,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002987,Asia,Southeast Asia,Thailand,Reef Check,RC,"20,072,008",99.50.099E.10.07.333N,"Twins, Koh Tao",10.12222222,99.83497222,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002988,Asia,Southeast Asia,Thailand,Reef Check,RC,"20,072,008",99.50.099E.10.7.366N,Mango Bay,10.12277778,99.83497222,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002989,Asia,Southeast Asia,Indonesia,Reef Check,RC,2001,99.50.293E.2.22.934S,Sumatra 1,-2.382222222,99.83822222,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002990,Asia,Southeast Asia,Thailand,Reef Check,RC,1999,99.50.2E.10.07.4N,Mango Bay (Aow Mamuang),10.11777778,99.83388889,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002991,Asia,Southeast Asia,Thailand,Reef Check,RC,2008,99.50.429E.10.4.312N,Aow Leuk,10.07186111,99.84047222,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002992,Asia,Southeast Asia,Thailand,Reef Check,RC,2008,99.50.644E.10.7.196N,Lighthouse Bay,10.11994444,99.84405556,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002993,Asia,Southeast Asia,Thailand,Reef Check,RC,1999,99.50.6E.10.04N,Ao Luek South Site,10.06666667,99.835,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002994,Asia,Southeast Asia,Thailand,Reef Check,RC,1999,99.50.8E.10.03.6N,Shark Island,10.05166667,99.83555556,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002995,Asia,Southeast Asia,Indonesia,Reef Check,RC,2002,99.5120E.2.2168S,Katiet Patch Reef,-2.2168,99.512,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002996,Asia,Southeast Asia,Thailand,Reef Check,RC,2008,99.58.229E.9.57.483N,"Aow Keuk, Koh Tao",9.958055556,99.97047222,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002997,Asia,Southeast Asia,Thailand,Reef Check,RC,1999,99.59.5E.9.56.6N,Hin Bai (Sail Rock),9.935,99.98472222,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002998,Asia,Southeast Asia,Philippines,Reef Check,RC,1998,9N118E1,Starfish Island,9.908611111,118.7897222,,"Reef Check Foundation, rcdata@reefcheck.org",PHL
9002999,Asia,Southeast Asia,Philippines,Reef Check,RC,1998,9N118E2,Meara Island,9.888888889,118.7747222,,"Reef Check Foundation, rcdata@reefcheck.org",PHL
9003000,Asia,Southeast Asia,Philippines,Reef Check,RC,1998,9N118E3,Fondeado Island,9.933333333,118.9152778,,"Reef Check Foundation, rcdata@reefcheck.org",PHL
9003001,Asia,Southeast Asia,Philippines,Reef Check,RC,1998,9N118E4,Isla Putting Buhangin,9.94,118.8652778,,"Reef Check Foundation, rcdata@reefcheck.org",PHL
9003002,Asia,Southeast Asia,Philippines,Reef Check,RC,1998,9N118E5,Helens Reef,9.9175,118.8775,,"Reef Check Foundation, rcdata@reefcheck.org",PHL
9003003,Asia,Southeast Asia,Philippines,Reef Check,RC,1998,9N118E6,Arraceife Island,9.915,118.8905556,,"Reef Check Foundation, rcdata@reefcheck.org",PHL
9003004,Asia,Southeast Asia,Philippines,Reef Check,RC,1998,9N118E7,Snake Island,9.905555556,118.8313889,,"Reef Check Foundation, rcdata@reefcheck.org",PHL
9003005,Asia,Southeast Asia,Philippines,Reef Check,RC,1997,9N122E1,Campomanes Bay,9.69,122.4,,"Reef Check Foundation, rcdata@reefcheck.org",PHL
9003006,Asia,Southeast Asia,Philippines,Reef Check,RC,"19,971,999",9N122E2,Danjugan Island,9.873027778,122.3813889,,"Reef Check Foundation, rcdata@reefcheck.org",PHL
9003007,Asia,Southeast Asia,Philippines,Reef Check,RC,"19,972,001",9N122E3,Danjugan Island,9.87675,122.3751667,,"Reef Check Foundation, rcdata@reefcheck.org",PHL
9003008,Asia,Southeast Asia,Philippines,Reef Check,RC,"199,819,992,000,200,000,000,000",9N123E1,Apo Island Marine Reserve,9.071111111,123.27125,,"Reef Check Foundation, rcdata@reefcheck.org",PHL
9003009,Americas,Southern Tropical America,Colombia,Reef Check,RC,1998,9N75W1,Tintipan,9.810833333,-75.83138889,,"Reef Check Foundation, rcdata@reefcheck.org",COL
9003010,Americas,Southern Tropical America,Panama,Reef Check,RC,1997,9N79W1,Buenaventura Island,9.5395,-79.68311111,,"Reef Check Foundation, rcdata@reefcheck.org",PAN
9003011,Americas,Southern Tropical America,Panama,Reef Check,RC,"19,971,998",9N79W2,Drake Island,9.562777778,-79.68425,,"Reef Check Foundation, rcdata@reefcheck.org",PAN
9003012,Australia,Australia and Papua New Guinea,Papua New Guinea,Reef Check,RC,1998,9S149E2,McLarans Harbour,-9.080555556,149.3172222,,"Reef Check Foundation, rcdata@reefcheck.org",PNG
9003013,Pacific,US Pacific Islands,Hawaiian Islands (USA),Reef Check,RC,1999,NSAhihiKinau,Ahihi Kinau,20.68816667,-156.4388333,,"Reef Check Foundation, rcdata@reefcheck.org",USA_HAW
9003014,Asia,Southeast Asia,Philippines,Reef Check,RC,2004,NSAlegreBeachResort4D,Alegre Beach Resort 4 (deep),,,,"Reef Check Foundation, rcdata@reefcheck.org",PHL
9003015,Asia,Southeast Asia,Philippines,Reef Check,RC,2004,NSAlegreBeachResort4S,Alegre Beach Resort 4 (shallow),,,,"Reef Check Foundation, rcdata@reefcheck.org",PHL
9003016,Pacific,US Pacific Islands,Hawaiian Islands (USA),Reef Check,RC,2007,NSAniniBeach,Anini Beach,,,,"Reef Check Foundation, rcdata@reefcheck.org",USA_HAW
9003017,Americas,Eastern Caribbean,Barbados,Reef Check,RC,2001,NSAsta,Asta,,,,"Reef Check Foundation, rcdata@reefcheck.org",BRB
9003018,Americas,Eastern Caribbean,Barbados,Reef Check,RC,2003,NSAtlantis,Atlantis,,,,"Reef Check Foundation, rcdata@reefcheck.org",BRB
9003019,Asia,Southeast Asia,Malaysia,Reef Check,RC,2008,NSAtlantisBayHouseReef,Atlantis Bay House Reef,,,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9003020,Asia,North and East Asia,China,Reef Check,RC,"20,022,003,200,420,000,000",NSAuYueTsui,Au Yue Tsui,22.51444444,114.2792778,,"Reef Check Foundation, rcdata@reefcheck.org",CHN
9003021,Asia,North and East Asia,Japan,Reef Check,RC,2005,NSAwase,Awase,,,,"Reef Check Foundation, rcdata@reefcheck.org",JPN
9003022,Asia,Southeast Asia,Vietnam,Reef Check,RC,"20,002,002",NSBaiOngCuong,Bai Ong Cuong,8.747138889,106.6303611,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9003023,Asia,Southeast Asia,Indonesia,Reef Check,RC,"20,012,002,200,320,000,000",NSBarracudaPoint,Barracuda Point,1.2,104.3833333,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9003024,Americas,Southern Tropical America,Brazil,Reef Check,RC,2004,NSBarraDoForte,Barra do Forte,12.57936111,-38.00213889,,"Reef Check Foundation, rcdata@reefcheck.org",BRA
9003025,Asia,Southeast Asia,Malaysia,Reef Check,RC,2008,NSBatuLayar,Batu Layar,,,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9003026,Asia,Southeast Asia,Malaysia,Reef Check,RC,2008,NSBatuTabir,Batu Tabir,,,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9003027,Asia,Southeast Asia,Indonesia,Reef Check,RC,"20,012,002,200,320,000,000",NSBerakit,Berakit,1.25,104.55,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9003028,Middle East,Persian Gulf,Iran,Reef Check,RC,2003,NSBigCoral,Big Coral,26.49597222,54.04652778,,"Reef Check Foundation, rcdata@reefcheck.org",IRN
9003029,Americas,Northern Caribbean,Bahamas,Reef Check,RC,2008,NSBigMajors,Big Majors,,,,"Reef Check Foundation, rcdata@reefcheck.org",BHS
9003030,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,NSBirdRock,Bird Rock,,,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9003031,Asia,North and East Asia,China,Reef Check,RC,"19,992,003",NSBluffIsland,Bluff Island,,,,"Reef Check Foundation, rcdata@reefcheck.org",CHN
9003032,Asia,Southeast Asia,Indonesia,Reef Check,RC,2004,NSBoneOge1,Bone Oge Village site 1,,,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9003033,Asia,Southeast Asia,Indonesia,Reef Check,RC,2004,NSBoneOge2,Bone Oge Village 2,,,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9003034,Asia,Southeast Asia,Vietnam,Reef Check,RC,"1,998,200,020,012,000",NSBongLan,Bong Lan,8.651055556,106.6737222,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9003035,Americas,Eastern Caribbean,Barbados,Reef Check,RC,2003,NSBougenvillia,Bougenvillia,,,,"Reef Check Foundation, rcdata@reefcheck.org",BRB
9003036,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,NSBroscos,Brosco's Reef,,,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9003037,Asia,Southeast Asia,Philippines,Reef Check,RC,2005,NSBulasa,"Bulasa, Argao Marine Sanctuary",,,,"Reef Check Foundation, rcdata@reefcheck.org",PHL
9003038,Americas,Northern Caribbean,Cuba,Reef Check,RC,2004,NSCaldera,Caldera,,,,"Reef Check Foundation, rcdata@reefcheck.org",CUB
9003039,Americas,Southern Tropical America,Colombia,Reef Check,RC,2007,NSCalichanNorte,Calichan Norte- Isla Aguja Pnn Tayrona,,,,"Reef Check Foundation, rcdata@reefcheck.org",COL
9003040,Americas,Eastern Caribbean,Barbados,Reef Check,RC,2001,NSCarlisleBay,Carlisle Bay,,,,"Reef Check Foundation, rcdata@reefcheck.org",BRB
9003041,Americas,Eastern Caribbean,Barbados,Reef Check,RC,2003,NSCarlisleBay2,Carlisle Bay,,,,"Reef Check Foundation, rcdata@reefcheck.org",BRB
9003042,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,NSCastawayHouse,Castaway House Reef,,,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9003043,Americas,Northern Caribbean,Turks and Caicos Islands,Reef Check,RC,2007,NSCathedral,Cathedral,,,,"Reef Check Foundation, rcdata@reefcheck.org",TCA
9003044,Asia,Southeast Asia,Malaysia,Reef Check,RC,2008,NSChebeh,Chebeh,,,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9003045,Africa,Eastern Africa,Kenya,Reef Check,RC,2004,NSChongoChaChano,Chongo cha Chano Shariff,,,,"Reef Check Foundation, rcdata@reefcheck.org",KEN
9003046,Americas,Eastern Caribbean,Barbados,Reef Check,RC,2003,NSCoconutCourt,Coconut Court,,,,"Reef Check Foundation, rcdata@reefcheck.org",BRB
9003047,Asia,North and East Asia,China,Reef Check,RC,"200,220,032,004",NSCoralBeachHHW,Coral Beach (Hoi Ha Wan),22.47361111,114.3305556,,"Reef Check Foundation, rcdata@reefcheck.org",CHN
9003048,Asia,Southeast Asia,Indonesia,Reef Check,RC,2001,NSCoralGarden,Coral Garden site 28,,,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9003049,Americas,Northern Caribbean,Dominican Republic,Reef Check,RC,2005,NSCoralPlaza,Coral Plaza,,,,"Reef Check Foundation, rcdata@reefcheck.org",DOM
9003050,Asia,North and East Asia,China,Reef Check,RC,"20,022,003,200,420,000,000",NSCrescentIslandEast,Crescent Island East (Ngo Mei Chau),22.53438889,114.3117222,,"Reef Check Foundation, rcdata@reefcheck.org",CHN
9003051,Americas,Mesoamerica,Mexico,Reef Check,RC,2007,NSDosOjos,Dos Ojos,,,,"Reef Check Foundation, rcdata@reefcheck.org",MEX
9003052,Asia,North and East Asia,China,Reef Check,RC,2003,NSDoubleIsland,Double Island,,,,"Reef Check Foundation, rcdata@reefcheck.org",CHN
9003053,Asia,Southeast Asia,Indonesia,Reef Check,RC,2002,NSEastBurung,East Burung Island,,,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9003054,Asia,Southeast Asia,Indonesia,Reef Check,RC,2002,NSEastCemaraKecil,East Cemara Kecil Island,,,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9003055,Asia,Southeast Asia,Indonesia,Reef Check,RC,2002,NSEastGeleang,East Geleang Island,,,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9003056,Asia,Southeast Asia,Indonesia,Reef Check,RC,2002,NSEastMenjanganBesar,East Menjangar Besar Island,,,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9003057,Asia,Southeast Asia,Indonesia,Reef Check,RC,2002,NSEastMenjanganKecil,East Menjangan Kecil,,,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9003058,Asia,Southeast Asia,Indonesia,Reef Check,RC,2002,NSEastMenyawakan,East Menyawakan Island,,,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9003059,Americas,Northern Caribbean,Turks and Caicos Islands,Reef Check,RC,2007,NSEelGarden,Eel Garden,,,,"Reef Check Foundation, rcdata@reefcheck.org",TCA
9003060,Americas,Southern Tropical America,Colombia,Reef Check,RC,1999,NSElBar,El Bar,,,,"Reef Check Foundation, rcdata@reefcheck.org",COL
